road_id,section_id,lane_id,lane_type,is_junction,x,y,z,yaw_deg,pitch_deg,roll_deg,lane_width,lane_change
0,0,-2,Driving,0,109.92987823486328,-9.334196090698242,0.0,-89.6092529296875,0.0,0.0,3.5,Left
0,0,-1,Driving,0,106.42996215820312,-9.358065605163574,0.0,-89.6092529296875,0.0,0.0,3.5,Right
0,0,1,Driving,0,102.93003845214844,-9.38193416595459,0.0,90.3907470703125,360.0,0.0,3.5,Right
0,0,2,Driving,0,99.43012237548828,-9.405803680419922,0.0,90.3907470703125,360.0,0.0,3.5,Left
0,0,-2,Driving,0,109.94214630126953,-11.346802711486816,0.0,-89.74725341796875,0.0,0.0,3.5,Left
0,0,-1,Driving,0,106.44218444824219,-11.362241744995117,0.0,-89.74725341796875,0.0,0.0,3.5,Right
0,0,1,Driving,0,102.94221496582031,-11.377681732177734,0.0,90.25274658203125,360.0,0.0,3.5,Right
0,0,2,Driving,0,99.44225311279297,-11.393120765686035,0.0,90.25274658203125,360.0,0.0,3.5,Left
0,0,-2,Driving,0,109.947021484375,-13.367796897888184,0.0,-89.9764404296875,0.0,0.0,3.5,Left
0,0,-1,Driving,0,106.447021484375,-13.36923599243164,0.0,-89.9764404296875,0.0,0.0,3.5,Right
0,0,1,Driving,0,102.947021484375,-13.370674133300781,0.0,90.0235595703125,360.0,0.0,3.5,Right
0,0,2,Driving,0,99.447021484375,-13.372113227844238,0.0,90.0235595703125,360.0,0.0,3.5,Left
0,0,-2,Driving,0,109.94380187988281,-15.38857650756836,0.0,-90.2032699584961,0.0,0.0,3.5,Left
0,0,-1,Driving,0,106.4438247680664,-15.376158714294434,0.0,-90.2032699584961,0.0,0.0,3.5,Right
0,0,1,Driving,0,102.94384002685547,-15.363741874694824,0.0,89.7967300415039,360.0,0.0,3.5,Right
0,0,2,Driving,0,99.44386291503906,-15.351324081420898,0.0,89.7967300415039,360.0,0.0,3.5,Left
0,0,-2,Driving,0,109.93930053710938,-17.36873435974121,0.0,270.01318359375,0.0,0.0,3.5,Left
0,0,-1,Driving,0,106.43930053710938,-17.36954116821289,0.0,270.01318359375,0.0,0.0,3.5,Right
0,0,1,Driving,0,102.93930053710938,-17.370346069335938,0.0,450.01318359375,360.0,0.0,3.5,Right
0,0,2,Driving,0,99.43930053710938,-17.371152877807617,0.0,450.01318359375,360.0,0.0,3.5,Left
0,0,-2,Driving,0,109.94525146484375,-19.339298248291016,0.0,270.3343200683594,0.0,0.0,3.5,Left
